"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","912","Unsuccessful login with non-existent user","","Thu Jul 17 11:02:04 GMT 2025","passed","Thu Jul 17 11:02:05 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","unsuccessfulLoginWithNonExistentUser"
"","1145","buttonStateChangeOnInteraction()","","Thu Jul 17 11:02:56 GMT 2025","passed","Thu Jul 17 11:02:57 GMT 2025","","com.automation.tests.uiUX.UiUxTests","com.automation.tests.uiUX.UiUxTests","buttonStateChangeOnInteraction"
"","1150","checkoutFormValidation()","","Thu Jul 17 11:02:00 GMT 2025","passed","Thu Jul 17 11:02:01 GMT 2025","","com.automation.tests.functional.FunctionalCheckoutFlowTests","com.automation.tests.functional.FunctionalCheckoutFlowTests","checkoutFormValidation"
"","989","productDetailsView()","","Thu Jul 17 11:01:52 GMT 2025","passed","Thu Jul 17 11:01:53 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","productDetailsView"
"","34472","Unsuccessful login with empty fields","","Thu Jul 17 11:02:05 GMT 2025","broken","Thu Jul 17 11:02:40 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","unsuccessfulLoginWithEmptyFields"
"","980","sortProductsByNameDescending()","","Thu Jul 17 11:01:51 GMT 2025","passed","Thu Jul 17 11:01:52 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","sortProductsByNameDescending"
"","986","sortProductsByPriceAscending()","","Thu Jul 17 11:01:54 GMT 2025","passed","Thu Jul 17 11:01:55 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","sortProductsByPriceAscending"
"","1170","cartStatePersistsAcrossNavigation()","","Thu Jul 17 11:02:02 GMT 2025","passed","Thu Jul 17 11:02:03 GMT 2025","","com.automation.tests.functional.FunctionalCartTests","com.automation.tests.functional.FunctionalCartTests","cartStatePersistsAcrossNavigation"
"","5890","Successful login as performance glitch user","","Thu Jul 17 11:02:40 GMT 2025","passed","Thu Jul 17 11:02:46 GMT 2025","","com.automation.tests.sanity.SanityLoginTests","com.automation.tests.sanity.SanityLoginTests","successfulLoginAsPerformanceGlitchUser"
"","2583","totalPriceWithTaxIsCalculatedCorrectly()","","Thu Jul 17 11:01:57 GMT 2025","passed","Thu Jul 17 11:02:00 GMT 2025","","com.automation.tests.functional.FunctionalCheckoutFlowTests","com.automation.tests.functional.FunctionalCheckoutFlowTests","totalPriceWithTaxIsCalculatedCorrectly"
"Verify that removing one item updates the cart correctly","1140","removeOneItemFromCart()","","Thu Jul 17 11:02:03 GMT 2025","passed","Thu Jul 17 11:02:04 GMT 2025","","com.automation.tests.functional.FunctionalCartTests","com.automation.tests.functional.FunctionalCartTests","removeOneItemFromCart"
"","1051","proceedToCheckout()","","Thu Jul 17 11:02:49 GMT 2025","passed","Thu Jul 17 11:02:50 GMT 2025","","com.automation.tests.sanity.SanityCheckoutTests","com.automation.tests.sanity.SanityCheckoutTests","proceedToCheckout"
"","972","Add item to cart and check badge","","Thu Jul 17 11:01:47 GMT 2025","passed","Thu Jul 17 11:01:48 GMT 2025","","com.automation.tests.smoke.SmokeInventoryTests","com.automation.tests.smoke.SmokeInventoryTests","addItemToCartAndCheckBadge"
"","886","loginWithSpacesInUsernameBeforeAndAfter()","","Thu Jul 17 11:02:52 GMT 2025","passed","Thu Jul 17 11:02:52 GMT 2025","","com.automation.tests.negativeTests.NegativeTests","com.automation.tests.negativeTests.NegativeTests","loginWithSpacesInUsernameBeforeAndAfter"
"","992","browserWindowResizing()","","Thu Jul 17 11:02:54 GMT 2025","passed","Thu Jul 17 11:02:55 GMT 2025","","com.automation.tests.uiUX.UiUxTests","com.automation.tests.uiUX.UiUxTests","browserWindowResizing"
"","1400","fullPurchaseFlow()","","Thu Jul 17 11:02:01 GMT 2025","passed","Thu Jul 17 11:02:02 GMT 2025","","com.automation.tests.functional.FunctionalCheckoutFlowTests","com.automation.tests.functional.FunctionalCheckoutFlowTests","fullPurchaseFlow"
"","1542","Logout from application","","Thu Jul 17 11:01:48 GMT 2025","passed","Thu Jul 17 11:01:50 GMT 2025","","com.automation.tests.smoke.SmokeInventoryTests","com.automation.tests.smoke.SmokeInventoryTests","logoutFromTheWebsite"
"","1164","longValueInUsernameField()","","Thu Jul 17 11:02:52 GMT 2025","passed","Thu Jul 17 11:02:54 GMT 2025","","com.automation.tests.negativeTests.NegativeTests","com.automation.tests.negativeTests.NegativeTests","longValueInUsernameField"
"","934","backFromPDPtoPLPbyUsingBrowserBackBtn()","","Thu Jul 17 11:01:55 GMT 2025","passed","Thu Jul 17 11:01:56 GMT 2025","","com.automation.tests.functional.FunctionalNavigationTests","com.automation.tests.functional.FunctionalNavigationTests","backFromPDPtoPLPbyUsingBrowserBackBtn"
"","17488","Successful login with valid credentials","","Thu Jul 17 11:01:29 GMT 2025","passed","Thu Jul 17 11:01:46 GMT 2025","","com.automation.tests.smoke.SmokeLoginTests","com.automation.tests.smoke.SmokeLoginTests","successfulLoginTest"
"","1073","Remove item from cart","","Thu Jul 17 11:02:47 GMT 2025","passed","Thu Jul 17 11:02:48 GMT 2025","","com.automation.tests.sanity.SanityCartTests","com.automation.tests.sanity.SanityCartTests","removeItemFromCart"
"","1083","Check presence of product list after login","","Thu Jul 17 11:01:50 GMT 2025","passed","Thu Jul 17 11:01:51 GMT 2025","","com.automation.tests.smoke.SmokeInventoryTests","com.automation.tests.smoke.SmokeInventoryTests","checkProductListPresenceAfterLogin"
"","986","backFromPDPtoPLP()","","Thu Jul 17 11:01:56 GMT 2025","passed","Thu Jul 17 11:01:57 GMT 2025","","com.automation.tests.functional.FunctionalNavigationTests","com.automation.tests.functional.FunctionalNavigationTests","backFromPDPtoPLP"
"","1334","proceedToCheckoutStep2()","","Thu Jul 17 11:02:48 GMT 2025","passed","Thu Jul 17 11:02:49 GMT 2025","","com.automation.tests.sanity.SanityCheckoutTests","com.automation.tests.sanity.SanityCheckoutTests","proceedToCheckoutStep2"
"","1032","addMultipleItemsToCart()","","Thu Jul 17 11:01:53 GMT 2025","passed","Thu Jul 17 11:01:54 GMT 2025","","com.automation.tests.functional.FunctionalInventoryTests","com.automation.tests.functional.FunctionalInventoryTests","addMultipleItemsToCart"
"","1011","Unsuccessful login with locked user","","Thu Jul 17 11:01:46 GMT 2025","passed","Thu Jul 17 11:01:47 GMT 2025","","com.automation.tests.smoke.SmokeLoginTests","com.automation.tests.smoke.SmokeLoginTests","unsuccessfulLoginWithLockedUser"
"","895","logoAndHeaderVisibility()","","Thu Jul 17 11:02:55 GMT 2025","passed","Thu Jul 17 11:02:56 GMT 2025","","com.automation.tests.uiUX.UiUxTests","com.automation.tests.uiUX.UiUxTests","logoAndHeaderVisibility"
"","912","Navigate to the cart page","","Thu Jul 17 11:02:46 GMT 2025","passed","Thu Jul 17 11:02:47 GMT 2025","","com.automation.tests.sanity.SanityCartTests","com.automation.tests.sanity.SanityCartTests","navigateToCartPage"
"","835","enteringSQLinjectionInUsername()","","Thu Jul 17 11:02:54 GMT 2025","passed","Thu Jul 17 11:02:54 GMT 2025","","com.automation.tests.negativeTests.NegativeTests","com.automation.tests.negativeTests.NegativeTests","enteringSQLinjectionInUsername"
"","1368","cancelFromOverviewPage()","","Thu Jul 17 11:02:50 GMT 2025","passed","Thu Jul 17 11:02:52 GMT 2025","","com.automation.tests.sanity.SanityCheckoutTests","com.automation.tests.sanity.SanityCheckoutTests","cancelFromOverviewPage"
